분류,spell_check
0,느낌이 쎄 한 영화는 평점을 살펴보고 보는 편인데 낮은 점수 주신 분들이 꼬집는 부분들 눈여겨볼걸 하다못해 그냥 2d로만 봤으면 돈이라도 덜 아깝지 괜히 아이맥스로 나중에 스트리밍서비스할 때나 볼걸 기존 MCU 영화의 그 순수한 히어로 감성을 바라는 건 욕심이었나 어째서 일반 티브이 시리즈 퀄 인지 아아 내 돈 내 시간
0,꼭 샘 레이미 여야만 했냐 
0,마블 영화는 이제 안드로메다로 가버렸군
0,5월 최악에 영화 공포 영화인 줄 깜짝깜짝 놀라게 하고 음표 날리는 거 개 유치해서 못 봐주겠더라 거 재미난다고 하는 애들은 초등학생 100퍼
0,마블 역대급 나 잼
0,중간에 나옴 0점은 못 주나요
0,아니 뭔 좀비 영화를 찍어놨어
0,마블도 페미화 다 되었다 토르도 이런 식이면 절대 다시 마블 안 본다
0,글쎄요 이제 마블의 세계관이 너무 심하게 멀리 가네요 현실과는 너무 먼 음표 격투신 무엇 기대한 만큼 실망감도 큰 권하지는 않을 영화 궁금해서 한 번쯤 볼 영화 그렇지만 그다지 재미는
0,너무 유치하고 액션이 초라함
0,연출이 너무 지루하다 못해 아이들 억지 감성에 음표는 왜 날리는 건지 마블도 이제 맛이 갔네
0,마 마지막이다 마블 영화 이젠 볼 불만만 가득한 관람객들
0,마블은 끝났다 진짜 시간 아깝고 나 잼
0,마블 은 엔드 게임 이후 왜 다 이 모양인지 스파이더맨 빼곤 다 기대 이하네요 오랜만에 극장 갔는데 기대 이하네요
0,맘 충 좀비 유사 공포영화
0,뭔 호러 영화를 만들어 놈 대실망
0,진짜 최악 중에 최악이었음 무슨 3류 마블 패러디 영화 보는 줄
0,최악의 마블 영화 보다가 중간에 뛰쳐나오고 싶었다 보다가 중간에 이게 히어로 영화인지 B급 좀비 영화를 보는 건지 혼란스러움 연출이 너무 촌스럽고 효과음부터 전투 신도 돈도 아깝고 시간도 아까웠다
0,배가 아팠는데 쿠키영상 땜에 화장실 못 감
0,씹너잼 스토리 그냥 공포영화인 줄 개 깜짝 놀람
0,너무 시끄럽고 12세 라기엔 좀 아닌 것 같음
0,장난 똥 때리나 어처구니가 없네
0,항상 믿고 보는 마블 영화였는데 후회 제대로 함 아무리 상업 영화라도 이건 아니지
0,유치합니다 최악입니다 실망입니다 오점입니다 도망가세요
0,이상한 느낌의 CG 완다의 B급 호러 터 날씬 기괴한 디멘션 탈출 장면 닥스의 음표 대전투부터 마지막 엔딩 스토리까지 어느 하나 제대로 된 게 없었다 그나마 볼만한 건 수십 개의 멀티버스 이동 장면 이마를 탁 치게 한 영화는 오랜만이었다
0,쿠키에 카사딘이 나오네요
0,슬랩스틱과 익살스러운 코믹스스러움을 견디지 못하실 저와 같은 영화 꼰대 분들에겐 비추
0,감독 바꿔라 감독 바꿔라 감독 바꿔라 감독 바꿔라
0,꿀 잼입니다 1다다다
0,예전에 어벤저스가 그립다 x 보는 동안에 난 멀 보는 건지 심심해
0,A급 배우 B급 감성 CG와 배우만 일함
0,실망스러움 일로 미나는 또 왜 나옴 좀 이상함 암튼 실망했음
0,닥터 스트레인지보다 눈에 띈 건 완다 영상미는 좋아서 4점 
0,근데 디즈니 플러스 완다 비전 드라마 시리즈 안 보고 이 영화를 본 사람들은 솔직히 좀 많이 지루할 수 있음
0,읍 읍 내입
0,억지 호러 넣다가 망한 거 같다 투자가 부족했는지 아이맥스로 봤는데 상대적으로 역대 나왔던 마블 영화와 비교하면 씨지 티가 많이 나는 장면도 너무 많은 완다 비전 보고 가야 이해가 더 잘 되실 거임 기대했던 장면은 나오지만 너무 비급으로 존재감 없이 사라져 오히려 팬이었다면 반발심만 생길 듯 추후 내용 이해하기 위해 봄
0,영화가 좀 별로에 연
0,뭔 영화가 정신없기만 하고 진짜 마블이라 돈 주고 봤지 최악이었음
0,샘 레이미 감독의 스파이더맨 시리즈를 소장하고 있는 입장에서 이번 작품은 호러 요소에 대한 너무 과한 욕심과 빈약한 연출력에 매우 실망했습니다 보면 아실 겁니다
0,비급 영화 갬성 나랑 안 맞아서 별로였고 완다 캐릭터 제발요 
0,싸우는 신이 너무 너프를 먹었다
0,일루미나티 대신에 에인션트 원이라도 나왔었으면
0,진짜 샘 레이미 수준 영화가 너무 정신없고 설득력도 없고 영상미도 없다
0,개인적으로 유치찬란하다
0,재밌냐 하면 재미없지는 않습니다 적어도 보면서 자지는 않았으니까 하지만 누구에게 권하겠냐 하면 못 권하겠습니다 왜냐 그렇게 재밌진 않거든요 장점 1 멀티버스로 스토리 확장의 시작 지점이 될 영화 2 캐릭터의 내면적인 고통과 괴로움을 잘 표현하였음 단점 1 소모되는 캐릭터성 앞으로의 멀티버스 캐릭터들은 저렇게 소모될 것 2 OLD 한 연출 취향 차이겠지만 3 우연에 기댄 스토리텔링 부족
0,PC 주의보
0,유치함의 절정 완다 이전 이야기를 모르니 감상하는 데 있어 스토리의 완전한 이해가 어려움
0,연출 망 개나 잼 어휴
0,마블 팬이라면 꽤 실망할 수 있음 영상미는 당연 좋네요 살짝 호러 느낌이 있습니다 진짜 볼게 없을 때 보시는 걸 추천합니다 악 내 눈
0,진짜 감독 이럴 거면 그냥 좀비물을 찍어라 마블 영화 보면서 시각적으로 더럽다고 느낀 적은 처음이었음 어벤저스 시리즈 중 데드 폴은 더하기 하지만 쿠키는 뭐 더 이상은 손가락이 아프다 결론 닥 스 1은 OCN에서 해주면 보지만 닥 스 2는 안 볼 듯
0,마블 영화를 기대하고 봤지만 이전 시리즈와는 색깔이 다른 샘 레이미 감독의 연출만을 본 느낌이라 너무 실망
0,마블 영화 중개 재미없음 역대 최악 졸다 끝남
0,실망함 호러 싫어 윽 긴장하면 서 봄
0,졸작도 이런 졸작이 없다
0,그냥 억지로 쥐어 짜내서 영화 한 편 만든 느낌
0,내용이 혼잡하고 재미도 없고 닥스 1에 비해 현저히 재미가 없습니다
0,별로 예전 마블 같지 않음
0,닥스 1을 너무 재미있게 봐서 그런가 이건 실망 그냥 잡탕 영화
0,좀비는 좀 아닌듯싶다 기대가 무너짐
0,진짜 음표씬에서 감독 죽이고 싶었다
0,요즘 마블 왜 이따위냐 이건 완전히 닥터 스트레인지 시리즈를 쫑낼려는 의도가 보이는데 
0,12세 관람가치고 너무 잔인한 장면이 많이 나와 보기 거북했음 내가 아는 마블 영화가 아니라 공포영화였으면 난 불호
0,완다를 마녀를 만들고 영화를 호러물로 만들어서 아이랑 같이 보다 놀란 아이 
0,완다 비전 재밌게 봐서 기대했는데 실망이 커요 마블은 점점 퀄리티가 낮아지는 거 같아요 특히나 이번 작은 되지도 않는 호러물 분위기를 내려던 게 패착 같아요 이도 저도 아닌 기괴한 작품이 돼버렸어요 이런 졸작에 완다 케릭이 망가진 게 아쉬워요 차세대 어벤저스의 앞날이 어둡네요 
0,그야말로 대혼돈이네요
0,마블 영화가 이 정도로 별론 것 보니 세계 영화계가 박긴 했나 보네
0,아무것도 모르는 상태에서 보면 잠
0,마블답지 않아 당혹스러움과 12세가 맞나 싶을 정도로 잔인한 장면들과 공포스러움
0,이 스파이더맨이랑 연타석으로 똥을 싸네 이젠 한국으로부터 신파도 수입하냐
0,완다가 닥터 스트레인지를 만나는 장면에서 변화되는 장면이 제일 기억에 남네요 공포영화감독으로 좀 더 색다르게 접근할 줄 알았지만 자신의 과거 공포영화를 오마주 하는 게 오글스러웠고 공포영화스럽지도 않았고 멀티버스 오가는 능력이 집어넣느라 발암케 한 명 넣고 별 모양 멀티버스 여는 장면이 무슨 오락게임 수준이었음 마치 한편의 아이들 철 지난 오락게임 영화스러운 장면들과 음표는 거의 오글 그려 이게 마블 영화가 맞는지 의심스러웠음 닥터 스트레인지의 다양한 마법 능력을 제대로 살리지도 못했음 빌런을 키우려다 보니 완다 드라마 특별 편 같았음 오히려 웟이프의 흑화 된 닥터 스트레인지를 그대로 살리고 원래 닥터 스트레인지의 다양한 마법 공격을 살려내었다면 더 좋았을 것 같은 개인적인 생각을 해봄 갈수록 마블의 연출력이 떨어진다는 생각은 나 혼자만의 생각일지 
0,중구난방인 서사를 메꾸기 위해 이것저것 갖다가 붙이고 꿰매고 납득하기 어려운 부분이 한두 가지가 아니었음 스케일은 커지는데 서사가 유치해서 밸런스가 안 맞는 느낌 스케일만 보면 역대 마블 영화 중에 제일 큰 듯
0,개나 잼임 그냥 개연성은 포기했나
0,진짜 최악 이 터 널스랑 동급
0,연출 충격 공포물 개와 바
0, 나 잼 이거 너무 기대하지 마세요
0,감독 누구야 음표 날리고 그 강력한 완다가 좀비처럼 걸어 다니고 삼류가 되어버렸다
0,완다 비전 봤어야 했나 안 본 사람 눈으로는 대 혼돈이네요 영상미는 좋았어요
0,뭐 약 스포 있을 왕은 왜 저래 색채는 왜 이래 좀 뜬금없이 ok 하네 아니 왜 저리 약해 완다 최강 아님 카메라 무빙 왜 저럼 완다 캐릭터 왜 저래 좀비임 악보 싸움 실화 효과음 너무 디즈니스러운 구 아님 OO 좀비 에바 아님 마지막은 그래도 신박사네
0,연출 왜 이럼 뭔 c급 공포영화를 만들어놨어 지옥으로 떨어져라는 뭔데
0,음표 전투 최악
0,감독이 또 마블 영화 하나를 망쳤구나
0,너흰 진짜 보지 마라 3류 호러 CG 영화임 스토리도 개판이고 애들도 보러 오는 거 같던데 대가리 터지는 장면도 있고 징그럽더라
0,음 평점 갈릴 것 같은데 개인적으로 좀 복잡하고 어수선했음 뭐 세계관을 만들어가는 과정이니 마블덕후로는 이해합니다
0,마블도 이런 망작을 기어코 내는구나 음표 날리기 좀비물 스릴러 추격전 이걸 마블에서 보다니
0,디즈니 만화동산 실사판 느낌 음표로 싸우는 건 좀
0,오 여태 마블 중에 가장 별로 B급입니다
0,다른 의미로 공포영화였다 음표는 역겨운 수준 닥터 스트레인지 말할 수 없는 대 환장의 멀티버스
0,중국에서 만든 줄 너무 유치했다
0,내 인생 최악의 영화 절대 돈 주고 보지 마세요
0,샘 레이미 실망이야 올드햄
0,좀비 공포 파워레인저 괴물을 한 영화에 다 때려 넣음 무지성 마블 버들이 10점을 주는데도 7 7 이면 말 다했짘
0,스토리 개연성은 개나 줘 보림 등장인물은 하나같이 유치하기 짝이 없음 연출은 2000년대 초반 공포영화랑 비슷 마블 세계관 전부 알아도 재밌을 수가 없는 작품
0,아쉽네요 핵노잼
0,음 상당히 난해한 스토리 약간 영상 효과는 신기하고 눈이 지루하지는 않는데 망작임 어이가 없어서 웃음이 나옴 갑자기 뜬금없이 좀비 나오고 유령 나오고 공룡 나오고 유령이랑 합체하고 하 머지 
0,이거 평점 후하게 주는 사람들 그냥 극성 마블 팬들임 영화만 놓고 보았을 때 개연성이나 연출 면에서 난해하고 재미나 감동 1도 없었음 본인이 진성 마블 히어로물 팬 아니면 절대 보지 마세요 진짜 개 후회했음 보고
0, 아이고
0,구림 구림 구림 구림 구림
0,여태 본 마블 최악 쓴 거도 없어서 못 올리네 마블 광 팬으로서 진짜 실망
0,음표까진 괜찮다가 오선지에서 두 손 듦
0,대박 난 영화 코미디화해서 만드늣 b급 저질 영화인 줄
0,마블 영화를 호러로 만들어놨네 존나 잔인하고 징그러움 온다랑 스트레인지를 좀비로 만들지를 않나 내용도 산으로 가고 갑자기 뭔 다크 홀드 드림 워킹 뭔 스트레인지는 다크 홀드 쓰면 타락한다면서 눈깔 세 개되고 끝 꼬마가 여는 멀티버스 문 별 모양인 거랑 스트레인지 음표 공격 존나유치뽕짝 완다는 압승하다가 갑자기 모성애 발동 클리셰 급전개 역겨움 그냥 개막작 영화 마블이 아니라 B급 영화 본 줄
0,슈퍼 히어로 영화를 보러 갔는데 웬 조잡한 b급 공포영화를 봐야 했고 재미있게 보려고 노력해봐도 중간중간 등장하는 공포스러운 장면들은 지금 제가 마블 영화를 보고 있는지 의심이 될 정도로 별로였습니다 제가 봤던 마블 영화 중에 제일 별로였습니다
0,야 장난하나 싶다 진짜 제목대로 대 혼 돈 그 자체다 
0,너무 유치 볼거리는 많더라
0,샘 레이미는 그냥 이블의 딘 마블 하나 찍자
0,내 첫 평점 작성이 마블에 1점을 주는 거라니 앤드 게임 이후로 마블은 끝났다
0,스칼렛 위치 대혼돈의 멀티버스
0,닥스 1 어벤저스 이후로 마블 영화가 멈춰있는 사람들에겐 상당히 실망스러울 수 있으면 화려한 cg를 바탕으로 한 마법은 많이 없습니다 내용도 갑작스러운 장르 변경과 샘 레이미 감독의 팬이 아니라면 적응하기 힘들 거 같습니다 그러나 킬링타임으론 훌륭했습니다
0,지루하네요 기대했는데 실망
0,마블은 여기서 끝이 났다 
0,완다 비전 그거 안 보고 봤음 영화 보는 내내 드는 기분은 오랜만에 친구 만났는데 나는 모르는 얘기 자기들끼리만 신나게 하고 있어서 소외감 느낌
0,흠 샘 레이미 감독이라 혹시나 했는데 역시나 너무 과함 유치함이 느껴지는 연출도 많음 장르를 특정하기 어려운 영화 중간에 잠을 많이 잤다 음냐
0,열받아서 리뷰 쓰러 달려옴 이걸 극본 받고 영화화하겠다는 것도 어이가 없어서 눈물이 난다 닥스 2인데 어째 이걸 이렇게 거지같이 만들 줄이야 눈 정화하러 닥스 1다시 봐야지
0,다른 멀티버스에서는 닥터 스트레인지 2가 재밌었으면 좋겠네요 
0,너무 기대했나요 CG는 좋아졌을지 모르지만 스토리나 갑자기 호러 좀비물 같은 느낌은 마블 영화가 아닌 다른 영화에서 충분히 즐길 수 있습니다 앤드 게임 이후로 나오는 영화마다 뭔가 삽질한다는 느낌을 지울 수 없습니다 3판이 더 맨 보다가 이게 닥터 스트레인지 영화인가 싶더라고요 단순히 스토리 볼 거면 만화책을 보죠 이따위 B급 만들 거면 디즈니 플러스로 드라마로 만들지 실망입니다 마블 정식 개봉 영화 퀄리티가 이러다니 믿고 보는 마블 영화라는 저의 인식을 깨버리는 영화였습니다
0,대혼돈 그 자체 마블형 좀비 영화
0,짬뽕 대 환장 난잡하다 음악도 구리네 
0,차베스가 엄청 귀여워요
0,진짜 쓰레기 같다 역대 마블 영화 중에서 가장 실망스러움 
0,정말 역대 마블 중 제일 쓰레기 DC보다 더 쓰레기
0,재미없는 공포영화인 줄 영상미만 화려함
0,별로 마블을 좋아하기 때문에 남기지 않을 수 없음
0,쿠키영상 같네요 OO 꺼
0,진짜 스토리가 이게 맞나 싶다
0,연출 및 영상미 닥터스트레인지 1 속 인셉션이 연상되는 공간 연출만도 못한 상상력을 주지 못하는 멀티버스 세계 마법진 그래픽 잘 만들어 본 사람들이 이러니까 더 당황스러웠음 연기 리지가 스칼렛 위치를 담당하지 않았다면 MCU 세계관에서 제일 세다고 하는 히어로의 깊이가 얇디 얇은 종이가 될 뻔함 베니도 나쁘지 않았다고 보지만 애초에 감독이 닥터 스트레인지라는 캐릭터의 기조를 망가뜨린 것 같음 아까도 설거지하다가 닥스가 하악질 하던 표정이 떠올라고 코웃음 침 스토리 일루미나티 팀원들 그렇게 허무하게 죽일거면 왜 출연시킨건지 완다가 쎄다는 건 알겠는데 빌런만도 못하게 죽이니까 진짜 벙찌고 우스워짐 OST 제일 환장했던 부분 비싼 카메라랑 그래픽 쓰면 뭐함 중요한 장면마다 쓰이는 노래 흐름이 닥스나 완다의 개성을 전혀 느낄 수 없는 구성에 뻔한 전개라서 그 어느 것도 이 영화를 보면서 뽕에 찰 수 있는 부분이 없었음 토르 라그나로크 가오갤 아이언맨 3 OST 만들던 마블 유니버스 어디감 이 영화가 나에게 남긴 의의는 코로나가 진정되어 메인 주인공 배우들의 홍보 활동 행사참여 사랑스럽고 새로운 인터뷰 컨텐츠를 볼 수 있다는 것 말곤 없음
0,B급 공포를 섞은 최악의 마블 영화
0,페이즈 4에서 다 말아먹는구나
0,마블 영화 보러 갔는데 B급 좀비 영화 보고 나온 기분
0,최악 완다 메인 빌런은 노 답인데
0,허참 마블 갈수록 유치하고 난잡해진다 실망이다 실망 
0,배우들의 연기력으로 끝까지 보고 나왔네요 닥스만의 이전 느낌이 많이 달라진 거 같아서 아쉬웠습니다
0,숲 말고 나무를 봤더니 죄다 엉터리투성이 자세하게 보면 볼수록 허점이 너무 잘 보인다
0,비빔밥에 잡탕밥 섞은 난잡함
0,솔직히 그저 그랬음 1편 보고 온 입장에서 실망임
0,감독 연출가 때문에 좋은 작품 다 망친 느낌 공포영화 연출은 공포물에서나 해 안 어울리게 공포 연출에 음표 cg까지 역겨움
0,꼬마 마법사 레미 도레미 그거인 줄 스토리를 연출이 말아먹은 것 같다
0,별로였다 아아
0,샘 레이미 개꼰대 감독이 자기 스타일 고집하다가 가쓰 XX 영화 만들었네 루소 형제가 너무 그립다
0,디즈니 플러스 완다 비전 왓 이프를 보지 않고선 극장판만으로는 세계관 이해하기 힘들게 해놨네 마블이 디즈니 플러스 DLC로 보게 하려는 수작
0,영화 끝나자마자 감독 필모그래피 찾아봤는데 아니나 다를까 그 장르 그동안의 닥터 스트레인지 시리즈물이 한순간에 나락 가는 영화감독의 성향이 얼마나 중요한지 절실히 느낌
0,영화를 보려고 왔는데 디즈니 플러스 드라마 보고 왔는지 안 왔는지 숙제검사받으러 온 것 같아요
0,킬링으론 좋으나 고려함에 눈 질끈 감은 게 5번 무서운 연출은 호불호 갈릴 텐데 난 불호 한국식 신파 연출도 좀 있으면 봤던 마블 영화 중 일단 제일 최악
0,이 터 널스부터 먼가 이상하더니만 Good bye marvel
0,초반 문어한테 닥스랑 웡이 2 1로 쳐 발리는 거 보고할 말을 잃었다
0,음 실 모아 작 시간이 지루합니다
0,짬뽕 대잔치 신선한 게 1도 없는 짬뽕 영화
0,솔직히 별점 높게 주기는 힘든 것 같아요 배우들 연기도 좋고 멀티버스의 각종 새로운 콘셉트 등도 재미있으나 각본이 많이 아쉽고 기대한 장르적 특성보다는 B급 코미디 영화 같아서 아쉬웠습니다 작업 환경이 많이 안 좋아서 각본가와 감독 모두 완성하기까지 고생했다고 하는데 영화에서 그게 보이더라고요 완성도는 아쉬워요
0,이런 쓰레기 짬뽕 같은 영화를 추천한 평점 알바 저주한다 다시는 마블 영화를 보지 않겠다
0,이젠 dlc 마냥 쪼개서 영화 만드는 걸 넘어서 플랫폼 독점 드라마까지 안 보면 영화를 이해하기조차 힘들게 만들어놓는다는 게 참 이럴 거면 영화들도 그냥 디즈니에서 공개하지 굳이 영화관에서 상영하는 이유를 모르겠네 히어로도 많으니까 각각 독립영화로 나오는 건 신경조차 안 쓰였는데 비중 있게 쓰이던 히어로가 마지막으로 영화에 나왔을 때랑 지금이랑 성격이 완전히 다르다 이건 기분 나쁘지 최소한 드라마 내용에 있던 일이 영화에 반영이라도 안되면 모르겠다만 딱 이거까지만 보고 손절 칠랬는데 진짜 마블 영화 버릴 때가 온 거 같네
0,뭐랄까 스토리적으로 반전도 초반 말고 뭐 크게 없고 연출도 올드했다 기존의 마블 영화와는 느낌이 다르다
0,내용이 뒤죽박죽 느낌이고 너무 뻔한 아동영화 느낌
0,기괴하고 불쾌한 영화 왜 인기 많음 
0,영화관 안마의자가 더 좋을 듯
0,후 착잡하네요 모든 마블시리즈를 봐왔지만 가장 완성도 낮은 영화라고 생각합니다 원인은 감독의 영향이 크다고 생각됩니다 샘레이미 감독님이 물론 히어로 영화에 큰 획을 그으셨지만 이번엔 원망이 들더군요 먼저 연출이 너무나 고전적이었습니다 완다 방어할 떄 마법사들이 활을 왜 드나요 지금까지 닥스 영화에서 한번도 활 쏘는게 나온 적도 없고 마법으로 화살을 만드는 것도 아니고 화살에 마법을 두르는정도인데 이렇게 사람들의 의구심을 들게 하면서까지 이런 요소를 넣어야했나싶습니다 그리고 지금까지 닥스가 사용해온 수많은 멋진 마법들을 놔두고 이번엔 왜 마법을 안쓰게하세요 지금까지 잘써왔는데 왜 마법을 못쓰지 왜 저런 마법을 쓰지 라는 생각이 끊이질 않았습니다 그리고 감독님이 공포영화에도 일가견이 있으시고 이러한 이유때문에 마블에서 기용한 것도 알겠는데 공포적인 장면을 넣기위해 개연성을 너무 포기하지않았나 싶습니다 긴박하게 도망가는 장면에서 왜 멈춰서서 오는걸 보고있는건가요 완다가 지금까지 날아다니다가 왜 이제서야 천천히 걸어오는건가요 다쳐서 힘들어서 가장 어이없었던 점은 좀비입니다 감독님 이블데드 시리즈 잘해오신거 알겠습니다 닥스가 유령들 흡수해서 날라가는거 간지는 나더군요 보면서 어째서라는 생각이 끊임없이 들었습니다 그리고 허술합니다 처음엔 닥스가 말도 어눌해서 좀비같구나했는데 어느 순간 그냥 닥스처럼 또박또박말하고 또 갑자기 좀비처럼 말하고 일관성은 어디갔나요 그리고 크리스틴과의 로맨스는 정말 1도 몰입이 안됐습니다 같은 세계의 크리스틴이면 모를까 진짜 몰입이 안됩니다 로맨스 장면 나오면 그냥 좀 넘어가라 생각하면서 봤습니다 또 웡은 불사신인가요 척추손상 그리고 절벽에서 떨어져도 훌훌 털고 다시 암벽등반하는 웡 대단합니다 그리고 마지막 2번쨰 쿠키영상 보니까 진짜 육성으로 욕이 나오더군요 모르도랑 커플수갑차고 싸우는 장면도 저는 잘 모르겠고 쓰면 쓸수록 아쉬운게 생각나네요 하
0,이제 닥스도 닥스보다는 마블 유니버스 전개용으로 쓰이네
0,진짜 재미없다 솔직히 보다 나갈 뻔
0,아 몰랑 너무 기대를 많이 했나 봐
0,이게 12세 관람가라고 너무 잔인했음 굳이 이랬어야 했나 싶을 정도로 잔인했음 주인공 하는 짓도 매번 킹 받고 음표로 싸우는 것도 너무 뜬금 표였음 기대하고 본건 아니었지만 너무 실망스러웠다
0,점점 따라가기 벅찬 마블
0,오랜만에 개 유치한 영화 한편 봄 천지는 반 캐릭터 캐릭터 체인지 등등
0,닥스랑 완다가 명상할 때 배우 얼굴 클로즈 업된 거랑 명상하는 영상을 매시업하더라고요 2000년대 영환 줄 감독이 호러 영화 맡아와서 그런지 중간엔 갑자기 호러 장르가 돼버리고 기대가 높아서 그런지 실망도 많이 했습니다 엔딩 크레디트 제발 끝까지 기다리지 마요 기분 째집니다
0,배우 연기 좋고 스릴러 연출 괜찮지만 특유의 옛날 영화 식 급 카메라 줌 인 오글거리는 후반부 신규 캐릭터 각성 평소 보여주던 마법사가 아닌 소환사 같은 닥스 등 매우 아쉬운 영화인 듯
0,마블에게 바라는 영웅물은 더 이상 볼 수 없겠다는 슬픔 
0,닥터 스트레인지 2 엄청 기다리고 있었는데 생각했던 것과는 너무 다른 연출이라 실망 베네딕트를 이렇게 쓰다니 좀비와 일루미나티가 대놓고 등장하는 호러물에 기존 마블과는 뭔가 다름 영화 속에 함축되어있는 사상이나 메시지들이 가볍지 많은 않게 느껴짐
0,좀비 영화는 아닌데 좀비 영화 같고 멀티버스라는 상황이 어떻게 어떻게 이해하려 해도 너무 짜깁기투성이고 완다와 스티븐만 여기저기 고생고생 자비스 교수님 등 그 외 마이너들의 모임 예고에 나왔다 그 덩어리들은 싸움 한번 안 했네
0,샘 레이미 연출은 발전이 없네 차라리 19세로 이블 데드같이 찍었으면 좀 나았을지도 그리고 아메리카 차베스 연기를 너무 못한다 
0,마블을 무슨 비급 좀비 영화로 만들어놨네
0,완다의 절박함과 광기는 이해가 간다 다만 영화를 보고도 내가 느끼는 대혼돈 은 감독이 이 영화를 풀어내는 방식이 와닿지 않았던 것 같다 카메오들의 2000년대 초반 영화 같은 사망씬 내용 건너뛰기 뜬금없는 슬로모션 스톡 비디오를 쓴듯한 씨지 장면들은 몰입을 너무 해쳤다 닥스를 제외하고는 이 영화만 봐서 등장인물들의 감정에 쉽게 공감하기가 어려울듯하다 배우들 연기만 믿고 너무 간 장르가 아닌가 싶다 마블 영화가 늘 그렇듯 찾아보고 의미를 해석해보면 더 많은 것들이 보이지만 이번 영화는 감독의 색깔과 내용적인 측면에서 너무 진입 장벽이 높다 디즈니 플러스 드라마와 코믹스 mcu 영화를 몇 번씩 돌려봐도 이해가 안 가는 장면이 많다 항상 세련되고 최고의 웅장함을 보여주면 마블의 작품들이 서서히 우려먹기와 감정 소모로 변하는 느낌도 든다 많은 사람들이 새로운 시도를 좋아하고 응원해주는듯한데 나는 잘 모르겠다
0,마블 영화가 아닌 느낌 유치하고 별로였음
0,1점이 아까울 정도로 완다를 좀비로 만들어놨다
0,돈 주고 너무 스트레스받았다 중간중간 소리 엄청 커지고 무슨 90년대 공포영화인 줄 귀가 너무 아파 마니아 영화다 이제부터 마블 영화도 거르고 봅시다 
0,영화 보면서 처음으로 1점
0,너무 엉성하고 보고 왔는데 킬링타임이지 마블이 견뎌야 할 무게가 나무 가벼워진 것 같아 아쉽다 애들용
0,기대를 많이 한 거에 비해 너무 지루했음 마블은 이제 안녕
0,뭘 자꾸 챙겨 봐야 이해간다는 마블도 이제는 끝이구나 자치는 연출에 개나 잼 스토리 전에 아이언맨나 캡틴 아메리카 때 느꼈던 전율은 온데간데없는 cg 범벅 B급 영화
0,닥스와는 전혀 맞지 않았던 샘 레이미 감독의 연출 22년에 나온 영화가 맞는지 의문일 정도로 너무 올드햄 마법사들의 화려한 액션을 기대했지만 돌아오는 건 그저 1차원 공포 액션뿐
0,CG는 진짜 대박이었는데 너무 많은 걸 보고 가야 한다는 게 단점인 듯
0,고급 지게 만든 캐빈 인 더 우즈 2 근데 이제 마블 세계관을 더한
0,요즘 마블에 주성치 팬 있냐 생치도 그렇더니 또 쿵후 허슬이 문제는 쿵후 허슬 장면이 더 멋짐
0,어휴 솔직히 이제 할리우드는 영화 때려치워라 너희들은 그냥 CG 기술 하청업체 역할이나 하면 될 듯 드라마나 영화 각본 연출은 이제 한국한테 맡겨 제발 수준 떨어져 못 보겠다 뻔한 스토리에 뻔한 결말 사랑 어쩌고 저꺼고 그냥 유치해 이젠
0,뜬금없는 애들 나와서 스토리 개연성 파괴에 CG는 좋지만 2시간 이상 난 뭘 봤는가 생각되는 허무맹랑한 스토리 영화 뮤턴트와 비슷한 스토리 전개 실력
0,이제 마블은 아무 생각 없이 볼 수 있는 오락영화에서 그들만의 리그 이자 씹덕영화가 되어버린 느낌 드라마 안 보면 2시간 내내 영화관 나가고 싶을 거임
0,디즈니로 가더니 만화가 되어버린 영화
0,너무 지루하더라 진짜 지루하더라
0,이제 손연기는 그만하자 지친다
0,가장 낮은 점수가 2점 맞죠 제목 아메리카 차베스 대혼돈의 완다 비전으로 바꿔라 닥스는 이용만 당하고 무슨 죄냐 작고 소중한 분량도 구리게 만들고
0,진짜 마블 영화가 이렇게까지 실망감을 안겨줄 수 있다 영상미 싸움씬에서의 아이디어까지 정말 최악이다
0,최악이라는 말 밖에 난 할 수가 없어
0,아주 개판이구먼
0,뭐 자꾸 이상한 설정 나오는데 이해하려고 노력해볼 만큼 재미지 않음
0,진짜 할많하않 어디서부터 말해야 할지 모르겠음 연출 스토리에서 여러 번 혼자 빵 터짐 헛웃음
0,멀티버스에 아이언맨이 있을 만도 하건만 이 악물고 없는 척 돈 아까운 득 아이언맨 없는 마블 유니버스 점점 망작만 양산 중
0,Trash movie
0,마블은 이제 코믹 팬 서비스 그 이상 그 이하도 아님
0,마블 영화 중 제일 이상함 디즈니 플러스 나오면 볼 걸 하고 후회했어요 
0, 촌스러운 영화 마블스럽지 않은 b급 감성에 개연성은 없고 음표 나오는 건 진짜 최악 차베스는 매력 없고 완다와 닥스의 연기만 최고
0,딱 평작 닥스 치고는 빈약한 cg 마블 치고는 어설픈 분장
0,중간에 나가고 싶었던 첫 번째 마블 영화
0,닥스 1 보다 평점 10점 낮음 엔드게임 후로 나온 마블 영화 다 별로였음 샹 치과 잴 나은 수준
0,b급 영화에 가까웠음
0,일루미나티 3단체 메시지가 너무 많이 들어가 있어서 수준이 많이 떨어짐 좀비 호러 빙의 귀신 악마 동성애 등 문화를 통해 무의식 속에 집어넣는 것들이 너무 많음 정신 단단히 차리도 봐야 할 듯
